drug_name,conc,ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
quinidine,6474,35560,0.6585,NA,NA,NA,NA,19560,0.9881,10380,1.228,NA,NA,290,0.9555
quinidine,6474,57810,0.5783,NA,NA,NA,NA,12570,1.557,9895,1.269,NA,NA,287.4,0.9515
quinidine,6474,47410,0.6404,NA,NA,NA,NA,11420,1.624,10000,1.253,NA,NA,391,0.8298
quinidine,6474,87040,0.4718,NA,NA,NA,NA,16730,1.197,10980,1.19,NA,NA,349.7,1.081
quinidine,6474,39930,0.6511,NA,NA,NA,NA,13760,1.405,10950,1.268,NA,NA,352.2,0.8916
quinidine,6474,53160,0.5815,NA,NA,NA,NA,15390,1.292,9075,1.416,NA,NA,288.9,0.908
quinidine,6474,58780,0.5633,NA,NA,NA,NA,12220,1.404,10210,1.342,NA,NA,345.6,1.266
quinidine,6474,56200,0.5399,NA,NA,NA,NA,13010,1.431,10300,1.213,NA,NA,357.5,1.031
quinidine,6474,50930,0.5668,NA,NA,NA,NA,11250,1.612,8627,1.591,NA,NA,338.6,0.7684
quinidine,6474,49870,0.5913,NA,NA,NA,NA,8855,2.593,9086,1.389,NA,NA,294.2,0.9589
quinidine,6474,57020,0.558,NA,NA,NA,NA,9274,2.405,9360,1.381,NA,NA,359.3,0.8024
quinidine,6474,37280,0.678,NA,NA,NA,NA,8313,1.956,10150,1.342,NA,NA,398.2,1.641
quinidine,6474,49260,0.6577,NA,NA,NA,NA,11740,1.542,9725,1.311,NA,NA,306.8,1.033
quinidine,6474,113200,0.4838,NA,NA,NA,NA,12010,1.562,8977,1.429,NA,NA,333.8,1.101
quinidine,6474,64130,0.5555,NA,NA,NA,NA,12040,1.467,9965,1.371,NA,NA,317.6,1.156
quinidine,6474,46350,0.601,NA,NA,NA,NA,10640,1.738,8765,1.497,NA,NA,415.8,0.9847
quinidine,6474,111900,0.4707,NA,NA,NA,NA,11960,1.553,10350,1.12,NA,NA,348.8,1.035
quinidine,6474,84510,0.5031,NA,NA,NA,NA,10310,1.929,12180,1.057,NA,NA,345,1.279
quinidine,6474,51380,0.5988,NA,NA,NA,NA,19950,1.045,9684,1.302,NA,NA,309.8,0.9848
quinidine,6474,36250,0.6621,NA,NA,NA,NA,12270,1.463,9450,1.272,NA,NA,362.2,1.202
quinidine,6474,114600,0.4787,NA,NA,NA,NA,12890,1.419,8816,1.42,NA,NA,353.2,1.144
quinidine,6474,85890,0.5244,NA,NA,NA,NA,14280,1.432,9682,1.268,NA,NA,328.2,1.182
quinidine,6474,83870,0.4985,NA,NA,NA,NA,17510,1.025,8106,1.723,NA,NA,354.8,1.079
quinidine,6474,28290,0.7257,NA,NA,NA,NA,11320,1.542,8582,1.659,NA,NA,264.2,0.8314
quinidine,6474,42190,0.6311,NA,NA,NA,NA,15080,1.184,10340,1.328,NA,NA,425.5,1.156
quinidine,6474,44740,0.585,NA,NA,NA,NA,11030,1.448,11150,1.123,NA,NA,321.6,0.8126
quinidine,6474,42890,0.6048,NA,NA,NA,NA,8743,2.179,11040,1.148,NA,NA,336.9,1.115
